desc,gpt4
peripheral angiopathy in diseases classified elsewhere,0.1
other specified disorders of plasma protein metabolism,0.05
urethritis and urethral syndrome,0.05
takayasu's disease,0.1
coal tar,0.1
apremilast,0.85
vedolizumab,0.2
colchicine,0.25
dislocation,0.1
teriflunomide,0.2
belimumab,0.25
natalizumab,0.1
fingolimod,0.1
salicylic acid,0.1
eculizumab,0.1
cortisone,0.25
belatacept,0.1
"derangement of joint, non-traumatic",0.25
alemtuzumab,0.75
hylan g-f 20,0.2
ketorolac tromethamine,0.25
nepafenac,0.1
bromfenac,0.1
rofecoxib,0.75
hydrochlorothiazide,0.0
ibuprofen,0.25
sirolimus,0.1
acitretin,0.1
menopausal and postmenopausal disorders,0.05
contact dermatitis and other eczema due to plants [except food],0.0
dyschromia and vitiligo,0.05
calcium carbonate/vitamin d,0.05
spinal stenosis of lumbar region,0.1
triamcinolone,0.85
clobetasol,0.1
aspergillus fumigatus ab,0.0
postmenopausal atrophic vaginitis,0.0
cervicalgia,0.1
intervertebral disc disorders,0.05
cholecalciferol,0.05
loteprednol,0.1
varicose veins of lower extremity,0.05
venlafaxine,0.0
american sycamore (platanus occidentalis) ige,0.0
aspergillus niger ab,0.0
cocksfoot (dactylis glomerata) ige,0.0
budesonide / formoterol,0.0
spinal stenosis,0.1
cystic mastopathy,0.0
hla-b,0.1
hla-b27,0.25
fusarium moniliforme ige,0.0
"estrogens, conjugated (usp) / medroxyprogesterone",0.05
eastern white pine (pinus strobus) ige,0.0
common ragweed (ambrosia elatior) ige,0.05
aspergillus niger ige,0.0
fluocinolone / hydroquinone / tretinoin,0.0
other nonmalignant breast conditions,0.0
actinic keratosis,0.0
complement total hemolytic,0.1
dermatophytosis,0.0
fasciitis,0.1
degeneration of intervertebral disc,0.05
lipoprotein.beta,0.0
acute sinusitis,0.05
diseases of esophagus,0.0
symptoms affecting skin,0.1
essential tremor,0.05
tinnitus,0.0
laboratory - chemistry and hematology,0.1
disorder of skin and subcutaneous tissue nos,0.05
hypothyroidism,0.05
sciatica,0.05
thyrotropin,0.05
testicular dysfunction,0.05
lipoma of skin and subcutaneous tissue,0.0
irritable bowel syndrome,0.0
sebaceous cyst,0.0
acute bronchitis and bronchiolitis,0.0
sleep related movement disorders,0.05
other non-epithelial cancer of skin,0.0
contracture of palmar fascia [dupuytren's disease],0.05
ophthalmologic and otologic diagnosis and treatment,0.05
lipoma,0.0
nonspecific findings on examination of blood,0.1
meniere's disease,0.0
testicular hypofunction,0.0
hemoglobin a1c,0.05
vertiginous syndromes and other disorders of vestibular system,0.0
neoplasm of uncertain behavior of skin,0.0
vitamin deficiency,0.05
suppurative and unspecified otitis media,0.0
other disorders of eye,0.0
sleep related leg cramps,0.05
lump or mass in breast,0.0
appearance,0.0
"1ml syringe  mis 28gx1/2""",0.0
"coccidioides antibody, immunoglobulin m",0.05
"coccidioides antibody, immunoglobulin g",0.05
hydrocod_5mg/acetaminoph_500mg_tab_4pk,0.0
vanadium,0.0
insulin-like growth factor-ii,0.0
medical match notes and comments,0.85
borrelia burgdorferi igg,0.1
medical match summary,0.85
folbee plus,0.1
epi-shugarcaineophsoln4ml,0.0
acquired absence of hip joint,0.1
consult / referral to integrative medicine,0.1
borrelia burgdorferi ab,0.1
naratriptan,0.0
use_tubing_with_filter;,0.0
hydromorphone,0.1
borrelia burgdorferi igm,0.1
thiopurine methyltransferase,0.1
nmdar subunit 1 ab,0.05
ampar 1 ab,0.1
ampar2 ab,0.0
histone antibodies,0.25
"vitamin b12 and folate,ser",0.05
ropivacaine0.2%550mlnerveblockambpump,0.05
prasterone,0.2
fiber therapy 500mg capl,0.0
aquaporin 4 water channel igg,0.1
"overexertion from strenuous movement or load, initial encounter",0.05
hydrocodone,0.0
blatella germanica ab.ige.rast class,0.0
gildess fe   tab 1/20,0.0
consult / referral to aqua therapy,0.25
sulfadiazine,0.1
cohgb,0.0
tetrahydrocannabinol,0.1
certifying scientist,0.0
infusion drug therapy authorization,0.25
ziconotide,0.1
HLA-B27 cells,0.25
dexlansoprazole,0.0
open wound of toe(s),0.05
"benign neoplasm of eye, uveal",0.0
pilocarpine,0.05
erythrocyte mean corpuscular hemoglobin,0.05
erythrocyte mean corpuscular hemoglobin concentration,0.1
erythrocyte mean corpuscular volume,0.05
erythrocytes,0.05
platelet mean volume,0.1
"effects of heat, cold and air pressure",0.1
hemoglobin,0.05
platelets,0.05
terbinafine,0.0
aluminum chloride hexahydrate topical,0.0
diseases of the salivary glands,0.05
retinal vascular changes and abnomalities,0.05
cervical radiculitis,0.1
cell counts+differential studies,0.1
"disorders of uterus, nec",0.0
dengue virus igg,0.05
dengue virus igm,0.0
"diseases of nail, nos",0.05
loratadine / pseudoephedrine,0.0
hematocrit,0.05
acetaminophen / dichloralphenazone / isometheptene,0.0
anaplasma phagocytophilum igm,0.05
ethinyl estradiol / norelgestromin,0.0
"renal sclerosis, nos",0.05
cromolyn,0.0
idiopathic fibrosing alveolitis,0.05
other and unspecified disc disorder,0.05
spontaneous ecchymoses,0.1
polyneuropathy due to drugs,0.05
sarcoidosis,0.1
megaloblastic anemia,0.05
dyshidrosis,0.05
spondylosis with myelopathy,0.1
dermatomyositis,0.1
chronic thyroiditis,0.05
esophageal bleeding (varices/hemorrhage),0.0
disturbance of salivary secretion,0.1
atrophic gastritis,0.0
atherosclerosis,0.0
hodgkin's disease,0.0
"gastritis and duodenitis, nos",0.0
chronic hepatitis,0.0
lesions of stomach and duodenum,0.0
other disorders of stomach and duodenum,0.0
asthma with exacerbation,0.0
chronic pancreatitis,0.0
"infestation (lice, mites)",0.0
other symptoms referable to back,0.1
blood in stool,0.0
hypercoagulable state,0.1
unstable angina (intermediate coronary syndrome),0.0
senile cataract,0.0
precordial pain,0.05
malignant neoplasm of testis,0.0
nephritis and nephropathy without mention of glomerulonephritis,0.05
disorders of esophageal motility,0.0
"diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",0.05
phlebitis and thrombophlebitis of lower extremities,0.05
diaphragmatic hernia,0.0
impaction of intestine,0.0
eosinophilia,0.1
abnormal results of function study of liver,0.05
polycythemia vera,0.05
other intestinal obstruction,0.0
painful respiration,0.1
poisoning by other anti-infectives,0.0
hyperparathyroidism,0.0
renal failure nos,0.05
other hemoglobinopathies,0.0
dependence on respirator [ventilator] or supplemental oxygen,0.0
personal history of diseases of blood and blood-forming organs,0.05
gastric ulcer,0.0
visual disturbances,0.1
abnormal results of function study of pulmonary system,0.05
knee x-ray with 3 or 4 views,0.2
polyclonal hypergammaglobulinemia,0.25
"hydroxychloroquine - plaquenil, 200 mg tablet",0.85
secondary hypothyroidism,0.05
chronic venous insufficiency [cvi],0.0
pathologic fracture,0.1
"zoledronic acid (generic aclasta), 5 mg/100 ml injection",0.1
peripheral vascular disease,0.05
cataract,0.0
disorders of plasma protein metabolism,0.1
whole-body bone scintigraphy in multiple phases,0.25
"puncture or fine needle aspiration of a lower limb joint, through the skin without guidance",0.25
rabeprazole,0.0
beta 2 globulin/protein.total,0.1
ulcerative colitis,0.05
other diagnostic nervous system procedures,0.05
contrast medium injection supplement for intervertebral discography,0.05
dexamethasone,0.85
gamma globulin/protein.total,0.1
interpretation,0.0
blood gas analysis supplement during level 3 pulmonary function testing,0.0
"lymphocyte immune globulin, anti-thymocyte globulin",0.2
supplement for radiological examination of the gallbladder and bile ducts and/or pancreatic during a diagnostic or therapeutic procedure,0.0
"imaging for interventional radiology or interventional cardiology procedure level 12, performed in an imaging room",0.05
alpha 1 globulin/protein.total,0.1
cardiology package level 1,0.0
"diagnostic and therapeutic management at the same time of a traumatic bone-joint, musculotendinous, or soft tissue lesion",0.1
ultrasound guidance,0.1
intraoperative somatosensory evoked potential monitoring during spinal surgery,0.05
intensive care level 2 package,0.0
fluocinolone,0.2
intraoperative injection supplement of radiological contrast agent into the biliopancreatic ducts for radiographic imaging,0.0
"imaging for interventional radiology or interventional cardiology procedure level 21, performed in an imaging room",0.05
digital archiving supplement for a mammography or a ct or mri scan,0.0
contrast agent supplement for radiographic arthrography injection,0.2
"supplement for the performance of a radiological examination by a mountain doctor during the diagnostic and therapeutic management of a traumatic bone and joint, musculotendinous, or soft tissue injury at the same time.",0.05
mediastinal lymph node dissection supplement during pneumonectomy or lobectomy,0.0
radiography of the hemiskelet or the complete skeleton in adults,0.2
"imaging for interventional radiology or interventional cardiology procedure level 16, performed in an imaging room",0.05
intraoperative intracarotid injection supplement of radiological contrast agent for arteriography,0.0
contrast agent injection supplement for multiple intervertebral discography,0.05
"imaging for interventional radiology or interventional cardiology procedure level 13, performed in an imaging room",0.0
catheterization and injection of radiological contrast agent into the lacrimal ducts supplement,0.0
supplement for histopathological diagnosis of tumor lesions,0.0
"supplement for intraoperative harvesting of saphenous vein autograft for femoropopliteal bypass, femorotibial bypass, or femoroperoneal bypass",0.0
"attempted angioplasty of a coronary vessel, subclavian artery, visceral or peripheral, in case of failure to cross the stenosis",0.0
other diagnostic procedures of respiratory tract and mediastinum,0.0
supplement for the use of custom and focused caches,0.0
"imaging for interventional radiology or interventional cardiology procedure level 15, performed in an imaging room",0.05
mediastinal lymph node dissection supplement during a mediastinal surgery act,0.0
"single breath, rebreathing, or breath-hold carbon monoxide transfer measurement in the steady state",0.05
"imaging for interventional radiology or interventional cardiology procedure level 19, performed in an imaging room",0.0
resuscitation package level 1,0.0
"imaging for interventional radiology or interventional cardiology procedure level 6, performed in an imaging room",0.05
supplement for histopathological diagnosis of malignant tumor lesions,0.0
hemofiltration supplement during cpb monitoring,0.0
ct-guided navigation,0.0
contrast medium injection supplement for hip arthrography,0.1
"complete venous radiological assessment of the lower limbs for complex venous pathology requiring multiple approaches, possible tourniquet applications, and imaging in different positions",0.0
myasthenia gravis,0.05
"imaging for interventional radiology or interventional cardiology procedure level 1, performed in an imaging room",0.05
residual volume measurement supplement during standard spirometry,0.0
cyclosporine,0.85
radiological guidance,0.1
"imaging for interventional radiology or interventional cardiology procedure level 10, performed in an imaging room",0.0
respiratory intubation and mechanical ventilation,0.0
alpha 2 globulin/protein.total,0.1
intravenous contrast material injection supplement during a radiographic or ct examination,0.05
contrast media supplement for intrathecal injection,0.0
"imaging for interventional radiology or interventional cardiology procedure level 11, performed in an imaging room",0.05
"imaging for interventional radiology or interventional cardiology procedure level 5, performed in an imaging room",0.05
"first-line treatment of cases requiring technical procedures (intravenous infusion, oxygen administration, cardio-respiratory resuscitation care, etc.) and prolonged presence of the physician (outside of a healthcare facility) in the following situations: - respiratory distress; - cardiac distress; - allergic distress; - acute state of agitation; - status epilepticus; - traumatic distress.",0.05
in vivo dosimetry supplement,0.0
collimator multileaf setup supplement,0.0
supplement for the use of a recording and verification system of parameters,0.0
supplement for intravascular injection of radiological contrast agent during lower limb bypass surgery,0.0
"supplement for the use of cinefluorography, in 35 mm during a conventional radiology examination",0.0
lactate,0.05
supplement for performing a radiographic examination with digitized images,0.05
supplement for electrocardiography performed at the patient's home,0.0
sodium chloride,0.0
supplement for dental surgical care for a patient with a long-term illness and treated with direct oral anticoagulants [doac] or vitamin k antagonists [vka],0.05
sodium,0.0
intraoperative radiography supplement during an orthopedic or trauma surgery procedure,0.05
supplement for quality ballistic controls in radiotherapy by portal imaging,0.0
supplement for use of individual restraints,0.0
control or surveillance ultrasound of fetal or maternal pregnancy pathology during a singleton pregnancy,0.0
other therapeutic procedures,0.2
commentary,0.0
pre- and postoperative fixation or reduction device for maxillary or mandibular resection or graft,0.05
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 12 grays for beams of 17 to 24.9 mev,0.0
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 2 grays for beams of 5 to 7.9 mev,0.05
irradiation in cyclotron therapy by accelerator in fractions of 2 grays for beams of 5 to 7.9 mev,0.0
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 20 centigrays for beams of 5 to 7.9 mev,0.0
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 12 centigrays for beams of 17 to 24.9 mev,0.0
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 1.2 grays for beams of 17 to 24.9 mev,0.0
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 1.4 grays for beams of 8 to 16.9 mev,0.05
irradiation of less than 300 cm² in fixed fields by accelerator per fraction of 20 grays for beams of 5 to 7.9 mev,0.0
control or surveillance ultrasound of fetal or maternal pregnancy pathology during a multifetal pregnancy,0.0
contact irradiation for malignant disease,0.0
subfascial subcutaneous injection of autologous adipose tissue in the face,0.0
contact radiotherapy treatment protocol for malignant disease,0.0
supplement for intraoperative sampling and placement of bone autograft away from the surgical site,0.05
irradiation in cyclotron therapy by accelerator in fractions of 20 centigrays for beams of 5 to 7.9 mev,0.0
irradiation of less than 300 cm² in fixed fields by telecobalt per fraction of 28 centigrays for beams of 0.5 to 4.9 mev,0.05
"imaging for interventional radiology or interventional cardiology procedure level 7, performed in an imaging room",0.05
potassium chloride / sodium chloride,0.0
micturating study supplement during a urethrocystography,0.0
supplement for suprapubic injection of contrast medium for cystography,0.0
glucose / potassium chloride,0.0
supplement for use of a pulsed dye laser for destruction of flat angioma on 500 cm² to 700 cm²,0.0
"imaging for interventional radiology or interventional cardiology procedure level 20, performed in an imaging room",0.05
supplement for intrauterine injection of radiological contrast agent or medicinal substance,0.0
"imaging for interventional radiology or interventional cardiology procedure level 3, performed in an imaging room",0.05
quantitative test for pharmacodynamic agents or allergen provocation test involving a measurement of the reactivity threshold,0.1
supplement for removal of 4 impacted or germinal molars performed in office under local anesthesia,0.0
contrast media injection supplement for retrograde urethrocystography,0.0
supplement for specific examination prior and subsequent to the fitting of a mandibular advancement device in the treatment of obstructive sleep apnea-hypopnea syndrome,0.0
calcium chloride / glucose / lactate / potassium chloride / sodium chloride,0.0
supplement for oral and dental procedures for the care of patients with severe disabilities,0.05
calcium chloride / potassium chloride / sodium chloride,0.0
"microscopic examination (bacterial smear, culture, toxicology)",0.1
"cyclosporine, modified",0.75
albumin/protein.total,0.05
cysteamine,0.05
heparin,0.05
ancillary services,0.0
ascorbic acid / biotin / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine,0.0
"heparin sodium, porcine 5000 unt/ml injectable solution",0.05
glucose / heparin,0.0
glucose / potassium chloride / sodium chloride,0.0
other physical therapy and rehabilitation,0.2
calcium chloride / glucose / lactate / magnesium chloride / sodium chloride,0.0
glucose / sodium chloride,0.0
dme and supplies,0.1
vitamin a,0.0
ascorbic acid/bioflavonoids,0.05
ascorbic acid / biotin / folic acid / niacin / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12,0.0
polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride / sodium sulfate,0.0
polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride,0.0
ascorbic acid / copper gluconate / docosahexaenoate / eicosapentaenoate / lutein / vitamin e / zeaxanthin / zinc oxide,0.05
zinc chloride,0.0
ascorbic acid / ferrous fumarate,0.0
supply,0.0
ascorbic acid / polysaccharide iron complex,0.0
ascorbic acid / d-biotin / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12,0.0
riboflavin,0.0
acetylcysteine,0.05
"250 ml heparin sodium, porcine 100 unt/ml injection",0.0
"heparin, porcine",0.05
ascorbic acid / iron carbonyl,0.0
calcium chloride / lactate / potassium chloride / sodium chloride,0.0
dexpanthenol,0.0
ascorbic acid / ferrous fumarate / folic acid / liver stomach concentrate / vitamin b12,0.05
calcium chloride,0.0
alteplase,0.01
"heparin sodium, porcine 10000 unt/ml injectable solution",0.05
alanine / arginine / aspartate / cysteine / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / sodium acetate / sodium chloride / sodium metabisulfite / taurine / threonine / tryptophan / tyrosine / valine,0.0
ascorbic acid 500 mg oral tablet,0.0
zinc sulfate,0.05
potassium phosphate/sodium phosphate,0.0
vitamin a/vitamin d,0.0
dexpanthenol / magnesium sulfate / manganese sulfate / niacinamide / pyridoxine / riboflavin / thiamine / vitamin b 12 / zinc sulfate,0.05
magnesium chloride / potassium chloride / sodium acetate / sodium chloride / sodium gluconate,0.0
"500 ml heparin sodium, porcine 2 unt/ml injection",0.05
ascorbic acid 35 mg/ml / cholecalciferol 0.01 mg/ml / vitamin a 0.45 mg/ml oral solution,0.05
"heparin sodium, porcine 1000 unt/ml injectable solution",0.05
leukocyte esterase,0.05
sandimmune,0.25
rapamune,0.1
ascorbic acid / cranberry preparation / lactobacillus sporogenes,0.0
inosine,0.05
ascorbic acid / beta carotene / calcium carbonate / cholecalciferol / cupric oxide / docusate / folic acid / iron carbonyl / magnesium oxide / niacinamide / pyridoxine / riboflavin / thiamine / vitamin b12 / vitamin e / zinc oxide,0.05
cyclosporine ophthalmic product,0.1
sodium acetate,0.0
lifitegrast,0.1
activase,0.0
ascorbic acid / cranberry preparation,0.0
acetylcysteine 200 mg/ml inhalation solution,0.0
infuvite,0.05
ascorbic acid / bacillus coagulans / cranberry preparation,0.0
"lymphocyte immune globulin, anti-thymocyte globulin, equine",0.1
alpha tocopherol / ascorbic acid / beta carotene / calcium carbonate / cholecalciferol / docusate / ferrous fumarate / folic acid / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine / vitamin b12 / zinc oxide,0.05
ascorbic acid / folic acid / iron carbonyl / vitamin b12,0.0
ascorbic acid / ferrous sulfate / folic acid,0.0
localization,0.0
fish oils,0.2
quantity 1,0.0
rabbit anti-human t-lymphocyte globulin,0.1
siponimod,0.1
unilateral or bilateral ultrasound of the joint,0.25
baricitinib,1.0
leflunomide as metabolite serum,0.85
Tumor necrosis factor.alpha,0.85
"lower limb joint collection evacuation, percutaneous without guidance",0.25
Interleukin 1 beta,0.85
interleukin 6 il6 - serum,0.75
interleukin 6,0.85
mycophenolic acid 360 mg delayed release oral tablet,0.2
forms,0.0
protozoan infection,0.0
ketorolac,0.25
other findings,0.1
generic code,0.0
"immunoglobulins, intravenous",0.25
bacterial infection nos,0.05
tuberculosis,0.0
temporary authorization for use,0.0
coal tar / salicylic acid,0.1
"sodium alginate+sodium bicarbonate 250 mg+133.5 mg/5 ml (gaviscon), oral susp, bottle 250 ml",0.0
sulfate,0.0
other disorders of liver,0.0
nephrotic syndrome without mention of glomerulonephritis,0.05
crystal pathology comment,0.2
alport (col4a5),0.0
thalidomide,0.1
pyelonephritis,0.0
pain,0.2
toxic effect of noxious substances eaten as food,0.0
adverse effect: other topical products acting on the skin and mucous membranes,0.05
nephritis and nephropathy with pathological lesion,0.05
serum proteins,0.2
ketorolac ophthalmic product,0.05
septicemia,0.1
"total nucleated cells, joint",0.2
dulaglutide,0.0
pruritus and related conditions,0.05
1 ml ketorolac tromethamine 30 mg/ml injection,0.2
salicylic acid / sulfur,0.1
salicylic acid topical product,0.1
1 ml ketorolac tromethamine 15 mg/ml injection,0.2
indomethacin 25 mg oral capsule,0.25
kerasal,0.0
40 ml methotrexate 25 mg/ml injection,0.85
anti-natalizumab antibodies,0.1
penicillamine,0.85
osteoporosis in multiple myeloma (c900) - forearm,0.05
post-oophorectomy osteoporosis with pathological fracture - other sites,0.05
excision of diffuse infectious lesion of skin and soft tissue over 200 cm²,0.05
cardiac valve and other major cardiothoracic procedures without cardiac catheterization with cc,0.0
non-pressure chronic ulcer of skin of other sites with bone involvement without evidence of necrosis,0.05
biopsy of lesion of the perianal region and/or anal canal,0.0
family history of other disorder of lipoprotein metabolism and other lipidemia,0.0
beta-amyloid (1-42) / phospho tau,0.0
benign tumor: (blood) (lymphatic) vessels of the abdomen,0.0
encounter for long-term (current) use of antiplatelets/antithrombotics,0.1
acute embolism and thrombosis of unspecified peroneal vein,0.05
exposure of implanted vaginal mesh and other prosthetic materials into vagina,0.05
coloration and/or tattooing of the digestive tract wall during diagnostic endoscopy,0.0
atherosclerosis of native arteries of the extremities with intermittent claudication,0.0
nonspecific abnormal findings on radiological and other examination of musculoskeletal system,0.25
resection of anterior and posterior coxofemoral paraarticular osteoma,0.05
suture and/or reinsertion of wrist joint ligament by arthroscopy,0.1
diagnostic and monitoring gastroenterology and urology devices associated with adverse incidents,0.0
other benign tumors: connective tissue and other soft tissues of the thorax,0.05
intracranial hemorrhage or cerebral infarction with mcc,0.0
carcinological anatomopathological examination of partial or total esophagectomy specimen,0.0
pulmonary collapse; interstitial and compensatory emphysema,0.0
transcutaneous ultrasound of the digestive tract and/or peritoneum,0.0
neuromyelitis optica aquaporin 4 immunoglobulin g,0.05
chlamydia trachomatis and neisseria gonorrhoeae dna,0.0
direct approach angioplasty or bypass of an arteriovenous access enlargement,0.0
postprocedural hematoma of a respiratory system organ or structure following a respiratory system procedure,0.0
radiography of the shoulder girdle and/or shoulder with 5 or more views,0.1
cranio-orbital fracture osteosynthesis with closure of osteodural defect,0.0
other benign neoplasm of connective and other soft tissue,0.1
transcutaneous arterial hypers elective cervicocerebral arteriography,0.0
rigid bronchoscopy with transbronchial needle aspiration of mediastinal lesions,0.0
musculotendinous transfer and/or tenodesis for thumb opening restoration,0.2
carcinological anatomopathological examination of partial or total colpectomy specimen,0.0
amputation for circulatory system disorders except upper limb and toe without cc/mcc,0.0
postprocedural hematoma of a nervous system organ or structure following a nervous system procedure,0.0
total vesiculoprostatectomy with cystectomy by laparotomy,0.0
unilateral or bilateral orthopedic immobilization for clavicle fracture,0.05
nonspecific abnormal findings on radiological and other examination of biliary tract,0.0
direct antiblobulin test with reflex to anti c3 and anti igg,0.1
estimated glomerular filtration rate (chronic kidney disease epidemiology collaboration),0.05
primary pterygium excision with conjunctival or mucosal autograft,0.0
other and unspecified complications of birth; puerperium affecting management of mother,0.0
rhinoseptoplasty with bone and cartilage autograft,0.0
intestinal malabsorption (non-celiac),0.05
myringoplasty with ossiculoplasty and mastoid attic exploration,0.0
fractional flow reserve (ffr) measurement during coronary angiography,0.0
thoracic vessel mri (magnetic resonance angiography of the thorax),0.05
orthopedic reduction of carpal fracture and/or wrist dislocation,0.1
adverse effect: insulin and oral hypoglycemics [antidiabetics],0.0
detection of platelet-bound igg (platelet coombs test),0.1
hemodynamic and ventilatory support of a brain-dead patient for organ harvesting,0.0
cervical or cervicoprostatic incision by endoscopy,0.0
other malignant neoplasms of connective and soft tissue of abdomen,0.05
exclusion of multiple intracranial arterial aneurysms by single craniotomy,0.0
release of an intracranial vasculonervous conflict by craniotomy,0.0
excision of malignant tumor of the anal canal and/or anus,0.0
benign neoplasm of other endocrine glands and related structures,0.0
cardiac arrhythmia and conduction disorders without cc/mcc,0.0
biomol hem/cyto: biomolecular hematology/cytology,0.05
family history of ischemic heart disease and other diseases of the circulatory system,0.0
bladder instillation of pharmacological agent by urethral catheterization,0.0
family history of other lymphatic and hematopoietic neoplasms,0.05
unilateral or bilateral cauterization of the inferior turbinate mucosa,0.0
craniotomy and endovascular intracranial procedures with cc,0.0
periodontal scaling and root planing [srp] on 1 sextant,0.0
local excision of large intestine lesion (not endoscopic),0.0
abdominal dermolipectomy with navel transposition and abdominal liposuction,0.0
right heart catheterization and cardiac output measurement by transcutaneous venous approach,0.0
corticosteroid-binding globulin (cbg),0.1
global arteriography of the thoracic aorta by transcutaneous arterial route,0.0
positron emission tomography (pet) of the brain with dedicated pet scanner,0.05
tilt test with study of variations in intra-arterial pressure and heart rate,0.0
conjunctivoplasty by autograft of conjunctiva or mucosa,0.05
doppler ultrasound of an arteriovenous fistula for extracorporeal circulation,0.0
nonspecific abnormal findings on radiological and other examination of skull and head,0.05
other ill-defined and unknown causes of morbidity and mortality,0.05
repetitive nerve stimulation test of at least 2 nerves for investigation of neuromuscular junction block,0.05
carcinological purpose anatomopathological examination of total coloproctectomy specimen,0.0
interpretation - 7-dehydrocholesterol and sterols,0.05
dynamic chest radiological examination for the study of respiratory and/or cardiac function,0.05
adverse effect: phenothiazine antipsychotics and neuroleptics,0.05
reconstruction of a hand bone by graft or non-prosthetic inert material,0.2
percutaneous selective destruction of terminal branch of trigeminal nerve with radiologic guidance,0.0
transcutaneous vascular embolization of spinal dural arteriovenous malformation,0.0
unspecified problems with limbs and other problems,0.1
open fracture of the humeral diaphysis,0.05
knee epiphysiodesis by multiple direct approaches,0.05
poisoning by anticonvulsants and anti-parkinsonism drugs,0.0
family history of other genitourinary diseases,0.0
alcohol intoxication and exposure - undetermined intent - home,0.0
open fracture of the ulnar diaphysis,0.05
known or suspected fetal abnormality affecting management of mother,0.0
family history of other mental and behavioral disorders,0.0
vascular complications of surgery and medical procedures,0.0
salicylates causing adverse effects in therapeutic use,0.2
disorders of other endocrine glands in diseases classified elsewhere,0.05
iron deficiency anemia secondary to blood loss (chronic),0.1
necessity of vaccination against other specified unique infectious diseases,0.0
dosage error during other medical and surgical procedures,0.0
assault by sharp object - unspecified place,0.0
aneurysm and dissection of other precerebral arteries,0.0
enterobacterial spondylitis - unspecified vertebral location,0.2
corneal opacity and other disorders of cornea,0.0
ultilet classic 30g lancets,0.0
unilateral or bilateral fitting of rigid contact lens,0.0
daytime sleepiness or alertness assessment through iterative tests,0.0
Erythrocytes.Plasmodium sp infected/100 erythrocytes,0.0
skull and face fracture and other intercranial injury,0.0
other symptoms/disorders or the urinary system,0.0
personal history of diseases of the genital organs,0.0
other disorders of male genital organs in diseases classified elsewhere,0.0
Neutrophils.hypersegmented/100 leukocytes,0.1
personal history of physical and sexual abuse in childhood,0.0
adverse effect: drugs acting on calcium metabolism,0.1
Coxsackievirus B2 Ab.Neut,0.1
Coxsackievirus B1 Ab.Neut,0.1
diplopia and disorders of binocular vision,0.05
creatinine and urine albumin measurements in urine sample,0.05
family history of hepatobiliary and pancreatic diseases,0.0
mononuclear cells,0.2
disorders of the bladder in diseases classified elsewhere,0.05
reimplantation of an avulsed permanent tooth,0.0
diabetes type 2 with peripheral circulatory disorders,0.05
exposure to power lines - other specified places,0.0
haemophilus b conjugate (prp-t) vaccine,0.0
follow-up examination after radiotherapy for malignant tumor,0.05
gas bottle explosion - other specified places,0.0
diabetes or abnormal glucose tolerance complicating pregnancy,0.0
other general medical examination for administrative purposes,0.01
drainage of an acquired rectovaginal fistula,0.0
brca1/2 screening pnl(mdx),0.0
other non-or or closed therapeutic nervous system procedures,0.05
treponema pallidum ab,0.05
cerebral infarction due to thrombosis of bilateral vertebral arteries,0.0
"open fracture of forearm, unspecified part",0.0
"employment-related difficulties, other and unspecified",0.0
hepatitis b surface antigen. lifesource,0.0
post-chemotherapy check-up for malignant tumor,0.0
transitory tachypnea or apnea of newborn,0.0
accidents due to excessive heat of unspecified origin,0.0
altered skin integrity ncp - expected outcomes,0.1
strabismus and other disorders of binocular eye movements,0.0
cells.cd3+cd8+/100 cells,0.05
prot emn17 j15-eot,0.0
Coxsackievirus B4 Ab.Neut,0.1
early or threatened labor; hemorrhage in early pregnancy,0.0
prot r2810-onc cndn,0.0
placement of a crown infrastructure on 1 implant,0.0
accidents occurring in industrial places and premises,0.0
chemotherapy without acute leukemia as secondary diagnosis with cc,0.05
aqueous humor drainage of the eye,0.0
chronic eosinophilic leukemia [hypereosinophilic syndrome],0.0
heparinized green tube 7 ml bone marrow 2,0.0
Coxsackievirus B3 Ab.Neut,0.1
dermabrasion on areas other than the face,0.0
cells.cd3+cd4+/100 cells,0.05
meprobamate concentration by liquid chromatography-mass spectrometry,0.0
check-up examination after other treatments for malignant tumor,0.05
diabetes type 1 with peripheral circulatory disorders,0.05
date reported - myeloproliferative leukemia virus oncogene 515,0.0
removal of a femoral neck-head prosthesis,0.1
Apolipoprotein B/Apolipoprotein A-I,0.0
retrobulbar neuritis in diseases classified elsewhere,0.1
"headache with orthostatic component, not elsewhere classified",0.05
saccharolpoyspora rectivirgula ab,0.0
knee epiphysiodesis by a direct approach,0.1
family history of sudden cardiac death (scd),0.0
