desc,gpt4
ric placed in outside facility,0.05
lysosomal storage diseases,0.0
detection sensitivity limit,0.0
acanthocytes,0.0
32 weeks gestation of pregnancy,0.05
carisoprodol,0.05
calcium/sodium alginate,0.05
"perikabiven 1 200 kcal/1 920 ml, emulsion for infusion, tri-compartment biofine bag",0.0
"vacuum-assisted core biopsy of breast lesion using add-on system, percutaneous approach with mammographic guidance",0.0
"sympathyl, coated tablets",0.1
bortezomib,0.0
total protein concentration in blood,0.05
iga.lambda,0.0
saint louis encephalitis virus igg,0.0
"supraselective in situ hepatic intra-arterial injection of non-radioisotope anticancer pharmacological agent with particle embolization, via transcutaneous arterial route",0.0
sustiva,0.0
nil,0.0
ergocalciferol 1.25 mg oral capsule,0.05
citric acid - dextro-citric acid,0.05
etodolac,0.0
deoxyhemoglobin,0.1
"pedal cycle driver injured in noncollision transport accident in traffic accident, initial encounter",0.0
"letrozole 2.5 mg (femara), tablets aip bba be",0.0
ca / creatinine ratio,0.05
fer-gen-sol,0.0
pressure ulcer #3- cleanse,0.0
tacro t 2,0.0
krill oil,0.05
impact caused by the throwing or dropping of an object - home,0.0
fentanyl plasma concentration,0.05
age patient (years),0.0
5 ml protamine sulfate (usp) 10 mg/ml injection,0.05
hepatitis c virus antibody,0.0
esketamine,0.1
valine csf,0.05
dexmedetomidine400mcg/d5w100mlpmx(cabinetus,0.0
jc virus dna,0.0
hcv rt-polymerase chain reaction (qual),0.0
chromosomal anomalies,0.0
cd24+,0.0
"herpes simplex virus 2 deoxyribonucleic acid by polymerase chain reaction qualitative, cerebrospinal fluid",0.0
"unruptured infrarenal aortic aneurysm repair with infrarenal aorto-aortic prosthetic replacement, by laparotomy with suprarenal clamping",0.0
calculated o2 saturation,0.25
dibucaine 0.01 mg/mg topical ointment,0.0
"suturing of wound of abdominal aorta, of a common iliac artery and/or of an external iliac artery, by laparotomy",0.0
follicle stimulating hormone test,0.0
aggrenox_capsule_er,0.0
gelatinsponge12/7mm,0.0
sanger sequencing for point mutation detection,0.05
glucose tolerance fasting (do not order alone),0.0
infliximab,0.1
gi_cocktail_(smh)_30ml,0.0
"cutaneous gastrostomy, by laparotomy",0.0
urine acetaminophen,0.0
thyroid uptake test,0.0
occult blood fecal immunochemical test single screen,0.0
mestranol / norethindrone,0.0
"orbital lesion biopsy, via lateral or ethmoidal approach",0.0
preliminary b cell type and crossmatch interpretation,0.0
total cd34+ (%),0.1
placement of an intra-arterial pressure monitoring device,0.0
succinate,0.0
clinical probability score,0.1
pancreatic polypeptide,0.01
methyl-1 histidine s,0.0
Fatty acids.nonesterified,0.0
gds origin,0.0
platelet factor 4,0.05
"change of an esophageal endoprosthesis, by endoscopy",0.0
"hysterectomy for obstetric complications, by laparotomy",0.0
one tch lanc del plus dev,0.0
california walnut pollen (juglans california pollen) ige,0.25
pruritus and related conditions,0.05
influenza a/b pcr test,0.1
spasm of muscle,0.1
multiple gestation,0.0
unspecified residential institution as the place of occurrence of the external cause,0.0
"binimetinib - mektovi, 15 mg tablet",0.0
Sapovirus RNA,0.0
"placement of a stent in a previously drained biliary duct, with ultrasound and/or radiological guidance",0.0
alpha rapid thromboelastography with heparinase,0.0
cd45ro/ra+cd3 normal control percent,0.05
inactivity osteoporosis with pathological fracture - arm,0.0
platelet function,0.05
lymphocyte count test #4,0.1
viability by propidium iodide,0.0
"nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)",0.1
isoleucine,0.0
"central hepatectomy, by laparotomy",0.0
nonspecific findings on examination of blood,0.1
ige allergen cor a 14,0.65
hydroxychloroquine,0.05
"firearm and other weapon assault, and sai - home",0.0
doxycycline,0.0
extensive and/or tight pelvic peritoneal adhesion release [adhesiolysis] for female infertility by laparoscopy,0.0
ascitic fluid ldh,0.05
immature reticulocyte fraction percentage,0.0
whitescreen,0.0
coxsackievirus b6 ab,0.05
peanut (arachis hypogaea) native (nara h) 2 ige,0.2
penicillin g benzathine / penicillin g procaine,0.0
undermining present #1,0.0
Plasmodium vivax DNA,0.0
cultural outing,0.0
supplement for the use of custom and focused caches,0.0
acetaminophen,0.0
utx4,0.0
stx5,0.0
serum calcium adjusted for albumin,0.05
crizotinib,0.0
white blood cell clump count per high power field,0.1
bartonella henselae dna,0.0
lct o/n,0.0
daclizumab,0.1
biological validation,0.0
urgent cmv igm,0.0
type 2 crystals,0.05
institute for forensic research,0.0
Coproporphyrin 1/Creatinine,0.05
low-density lipoprotein cholesterol calculated,0.05
igm csf level,0.05
diuresis,0.05
surnamefirstname pat.example,0.0
euglobulin lysis time,0.05
occult blood test - 2,0.0
"resection of a tumor of the anterior floor of the skull base, via unilateral frontal craniotomy",0.0
sodium l-ascorbate,0.05
deprecated n-ac-asp ur ql,0.0
iron-binding capacity total,0.05
"excision of vestigial thymus, by thoracotomy",0.05
"fall from scooter (nonmotorized), initial encounter",0.0
"influenza a virus vaccine, a-victoria-361-2011 (h3n2)-like virus / influenza a-california-7-2009-(h1n1)v-like virus vaccine / influenza b virus vaccine, b-massachusetts-2-2012-like virus",0.1
motor vehicle traffic accident of unspecified nature injuring passenger in motor vehicle other than motorcycle,0.0
long term (current) use of hormonal contraceptives,0.05
parainfluenza virus 4 rna,0.1
metering site(s),0.1
pump connect,0.05
Polio virus 1 Ab.Neut,0.0
eprex (epo) 40000iu/ml inj sol vial 1ml,0.0
b-d #9622 syr/ndl 1ml 25gx1,0.0
prothrombin time (pt),0.05
mycobacterium sp,0.0
scan for immature cells,0.05
sympathetic protection v4,0.05
continuous unipolar traction of the spine by strap or collar,0.0
=enalaprilat,0.1
urine white blood cell count - iris,0.05
"transscleral transillumination of lesion of posterior segment of eye, with conjunctival detachment",0.0
diphenhydramine hydrochloride 2.5 mg/ml oral solution [tusstat],0.25
driver - transport accident - without collision - off-road,0.0
sodium ur tp {c,0.0
complement c1 esterase inhibitor,0.05
"skin graft for burns excluding the head and hands, covering 5% to 7.5% of the body surface area",0.0
pre-inc dop-ams prot,0.0
other artificial opening status,0.05
p32,0.1
folates,0.05
"fall on same level due to ice and snow, subsequent encounter",0.0
observation for unspecified suspected condition,0.2
urine density,0.05
"sodium alginate sodium bicarbonate 0.5 g/0.267 g biogaran, oral suspension, sachet 10 ml",0.1
"lopinavir/ritonavir (generic kaletra), 200 mg/50 mg tablets",0.05
chronic lymphocytic leukemia,0.0
terconazole topical,0.0
platelet with cd41,0.05
dexamethasone / tobramycin,0.65
thioridazine,0.05
paroxetine,0.0
methylenedioxymethamphetamine,0.0
excess base ecf,0.1
change of an intrathecal spinal catheter connected to a delivery system or an implanted subcutaneous pump,0.0
meningococcal_(menomune)_vaccine_0.5ml,0.0
