desc,gpt4
hemoglobin a1c,0.01
ruditapes spp ab.ige.rast class,0.0
blood glucose level at time 1,0.05
other and unspecified complications of birth; puerperium affecting management of mother,0.0
percutaneous antegrade ureteropyelography with ultrasound and/or radiologic guidance,0.0
"removal of a permanent intracavitary defibrillation lead and a permanent intracavitary cardiac pacing lead without the use of a specific device, via transcutaneous venous route",0.05
chloride,0.0
urine white blood cell count,0.05
methemoglobin,0.05
contact with plant thorns and sharp leaves - home,0.0
motorcyclist - collision with 2-3 wheel vehicle - traffic,0.0
dabigatran level,0.05
"occult blood, stool test #3",0.0
g8 paturin près,0.0
csf pneumococcal pcr,0.05
protein s actual/normal,0.0
percentage of hypersegmented neutrophils,0.0
other specified cough,0.0
lactobacillus acidophilus / lactobacillus sp,0.0
presence of unspecified artificial elbow joint,0.0
thoracoscopic surgical procedure converted to open procedure,0.0
arachidate (c20:0),0.0
"enoxaparin - clexane (= lovenox), 4,000 iu/0.4 ml, pre-filled syringe",0.0
pco2,0.05
Lymphocyte proliferation.pokeweed mitogen stimulation,0.05
decision analysis,0.0
"unifine pentips 8mm 1/2 """,0.0
reticulocytes,0.01
hx of ntd narr,0.05
rapid thromboelastography percentage lysis at 30 minute,0.0
citrateconc/1sgedta,0.0
"homolateral subclavian-axillary bypass, by direct approach",0.0
=lidocaine0.25%,0.0
yeast and hyphae count per high power field,0.0
ptyr240cys,0.0
capsaicin / lidocaine / menthol / methyl salicylate,0.0
trap 10 µm,0.0
melanocyte transfer autograft,0.0
insulin,0.0
proline sg,0.0
time 2,0.0
family history of malignant neoplasm of kidney,0.0
ristocetin 0.5,0.0
motorcyclist - collision with stationary object - traffic,0.0
"pedestrian on foot injured in collision with car, pick-up truck or van, unspecified whether traffic or nontraffic accident, initial encounter",0.0
long term (current) use of bisphosphonates,0.0
"pancreatin 12,500 u (eurobiol), enteric-coated capsule",0.0
addition of a ceramic-metal or mineral equivalent anchor pillar to a fixed plural dental prosthesis [bridge abutment],0.0
hybridization on metaphysical chromosomes (a probe),0.05
sodium,0.05
acetic acid / antipyrine / benzocaine / policosanol otic product,0.0
desoxycorticosterone,0.05
phenazopyridine,0.0
effects radiation nos,0.05
prostate specific ag free,0.0
platelet aggregation xxx induced,0.0
hospital preparation: dexamethasone 5mg capsule,0.1
anorectal endoscopic ultrasound with transanorectal guided biopsy,0.0
potassium chloride,0.05
deoxyhemoglobin,0.05
